num_steps,episode_reward,episode_reward_std,mean_reward_per_step,std_reward_per_step,avg_episode_length,policy_std_mean,policy_std_min,policy_std_max,entropy_loss,kl_mean,total_loss,policy_loss,v_loss
0,140.1636439392645,14.814354992356142,0.1425865004905691,0.015070434643525421,983.0078125,,,,,,,,
3276800,142.43793215869914,5.6500055060128584,0.1425414974654514,0.005654113572905673,999.2734375,0.3152325888599423,0.05027178055826228,28.944011591768827,0.005426613091889371,0.6989454666792624,0.026694625436641584,-0.005201316865764983,0.0264693292105172
6553600,143.41536985700668,7.8525289837963825,0.14388524511057088,0.007878256414901294,996.734375,0.30451697919236564,0.05567071602436962,20.76192125037,0.005087122676670119,0.07969122134635369,0.019707548288204275,-0.005882813000353461,0.020503238611887617
9830400,142.4804969717019,6.037517472793504,0.1424804969717019,0.006037517472793504,1000.0,0.3217803530293972,0.05777308924722682,20.86995359948783,0.004676373100863181,14.177340007840094,0.01769220702064357,-0.005873356038692946,0.018889189958473336
13107200,142.69781835777914,5.093026331371899,0.14269781835777914,0.005093026331371899,1000.0,0.31278777740246705,0.057372177103661964,19.175267452203286,0.0047901633928365064,0.06835466195103773,0.017601593015921214,-0.005555356101378383,0.018366785724463087
16384000,140.82294601607634,11.071737892700195,0.1421691097742513,0.011177575561296218,990.53125,0.3190113722630117,0.05939353942267658,19.975402847447292,0.00513825094185342,0.04704340111089117,0.013886002619615489,-0.00667573280819907,0.015423484485961137
19660800,141.65896084295386,13.897623405322229,0.14308873026489763,0.014037892660894762,990.0078125,0.3247506764788046,0.05844466290689304,21.666436023623888,0.005046202269664518,0.049276184564262145,0.017100488215403248,-0.0065366306950479965,0.01859091664078672
22937600,142.25466277754018,9.327428675336336,0.14285061769825005,0.009366504561554068,995.828125,0.348352716437649,0.06014776083325876,26.87961904338868,0.0050385940893603485,0.709077386976736,0.018478408889099754,-0.007398291104781435,0.020838105904520843
26214400,63.02277806744908,883.4288003793704,0.0638902883894876,0.8955892227951356,986.421875,0.35234512373597515,0.06282606217226583,26.440175794811125,0.004855610758530445,0.05490079850533618,0.02159888680473601,-0.005397308804908476,0.022140584851114038
29491200,142.56234429613312,10.065272748969447,0.1431775603758732,0.010108708606261979,995.703125,0.35463820128744294,0.06158244817376439,23.77698174366991,0.0049275077439917565,0.04390998643951664,0.01386310598081171,-0.00683668804664324,0.015772286283463194
32768000,140.5663466024392,13.36368053748839,0.14186082664558014,0.013486747104819872,990.875,0.3527072645996342,0.05645402161962852,22.50219745202823,0.004840782425076561,0.05407828915144923,0.014753882631720278,-0.006781019581444548,0.016694119788088265
36044800,143.06372637734273,5.778299253459556,0.14320693331065337,0.005784083336796353,999.0,0.3536064764706475,0.057197872193746814,24.455887232714428,0.004962126120684336,0.049771421909204694,0.01148398666305272,-0.0076481063276170646,0.014169966869985449
39321600,143.26602659054396,5.140807825061233,0.14326602659054397,0.005140807825061234,1000.0,0.36209468009555346,0.055305422700420465,25.62789782476498,0.0048273867405360105,0.924889526123933,0.02214722758463481,-0.00543966671078391,0.02275950755488271
42598400,143.93975725782465,5.24859503975316,0.14393975725782465,0.00524859503975316,1000.0,0.3590593111730297,0.055290948638707454,23.32321793295653,0.004779800760821026,0.14201658875410592,0.02106921854383085,-0.006370854671236567,0.022660272454246393
45875200,140.95145573648608,15.524024728123688,0.14257435286242795,0.015702766373484365,988.6171875,0.37161818547733605,0.058269485973908866,18.89635185573512,0.004798013031962979,0.07429308256977413,0.01046572963460123,-0.007729384861561879,0.013397101464200128
