num_steps,episode_reward,episode_reward_std,mean_reward_per_step,std_reward_per_step,avg_episode_length,policy_std_mean,policy_std_min,policy_std_max,entropy_loss,kl_mean,total_loss,policy_loss,v_loss
0,-3.64952798039823,0.06762404675702488,-0.09863589136211433,0.0018276769393790508,37.0,,,,,,,,
6553600,9.427984027429911,4.366163460824268,0.00991302525535399,0.004590789349051696,951.0703125,0.2928595313367076,0.07943150900820503,0.6832872988525778,0.01516364782439589,0.03702240157199239,0.004625717093849994,-0.01063546320912403,9.753247857813624e-05
13107200,13.871989094929596,0.26122642680322494,0.013871989094929597,0.00026122642680322496,1000.0,0.13831058986674438,0.03299592148821016,0.5893132788744602,0.07315435383934724,0.05607015672140243,0.07968872396799177,0.006497358636208945,3.701149243558826e-05
19660800,13.926577985856703,0.5607132734745468,0.01392821019798928,0.0005607789897624096,999.8828125,0.11265714194959586,0.027552728344175013,0.5144319603985079,0.0873450191457516,0.06415758061831273,0.09645765795992108,0.009085154701267941,2.7484112901527862e-05
26214400,14.14075655468614,0.21431806685290805,0.01414075655468614,0.00021431806685290805,1000.0,0.09839289947230523,0.026487761289354782,0.560203863677015,0.0947515918413002,0.06460114812437501,0.10566577088405354,0.010886347358898228,2.7831683855100814e-05
32768000,14.23038127754332,0.173908276958906,0.01423038127754332,0.00017390827695890602,1000.0,0.0939535977698362,0.023790885240753644,0.4407056246870896,0.09874041785025697,0.05398719483712872,0.10606772584706925,0.007310135300930606,1.717269588166693e-05
39321600,13.6897071076477,0.6822355471619189,0.0136897071076477,0.000682235547161919,1000.0,0.10141582565430216,0.025529940283772708,0.9128887410721082,0.09064922911415987,0.09006584300463888,0.09596678319538282,0.005139750056808009,0.00017780402441493835
45875200,14.234827530537354,0.21448516164285428,0.014234827530537354,0.00021448516164285428,1000.0,0.09740376049693472,0.024405262546051694,0.35121124450215263,0.0945490078224463,0.05173850569868484,0.09946186192995031,0.004887404618485439,2.5449489018575037e-05
52428800,14.294844041575633,0.17389700848527498,0.014294844041575633,0.000173897008485275,1000.0,0.09040936319195426,0.023950368176262227,0.3725337714844144,0.09927320639467918,0.05309486512397965,0.10539395750528609,0.006100121475190414,2.0629635416488356e-05
58982400,14.247607899006333,0.2095948636854032,0.014247607899006334,0.0002095948636854032,1000.0,0.08979013877025932,0.0238495021401264,0.4359789424540734,0.0991730922773014,0.0404850610928443,0.1016604126563162,0.0024670098550935698,2.0310523921244232e-05
