num_steps,episode_reward,episode_reward_std,mean_reward_per_step,std_reward_per_step,avg_episode_length,policy_std_mean,policy_std_min,policy_std_max,entropy_loss,kl_mean,total_loss,policy_loss,v_loss
0,-2.8312504795789653,0.12659659480651556,-0.07652028323186393,0.0034215295893652853,37.0,,,,,,,,
13107200,20.161057391681652,4.072454911845072,0.0205702117599698,0.004155102497458584,980.109375,0.3024160554793879,0.08640569373636774,0.7242894260622718,0.011616104408865319,0.03362043694407539,-0.0016595692521593132,-0.013339382087950574,6.370842692594302e-05
26214400,23.77341900814312,0.27038483329773844,0.02377341900814312,0.00027038483329773846,1000.0,0.13095826947182942,0.031097479327245763,0.5463465137967257,0.07378100947572686,0.046258550002030246,0.07748361509602703,0.0036842237463609994,1.8381873939177908e-05
39321600,24.176304464478807,0.15505548369610878,0.02417630446447881,0.00015505548369610877,1000.0,0.10710371035730093,0.025878448660235046,2.6448450721279535,0.08847099807518075,0.057796567215762276,0.09945543216352042,0.010836214352645184,0.00014821973569449496
52428800,24.173225874939373,0.1536206251308416,0.024173225874939374,0.0001536206251308416,1000.0,0.10277002760770731,0.025789061114645823,0.5619640332056823,0.09147066855832375,0.04729285762246807,0.09620723562502523,0.004718124069452394,1.8442997249093184e-05
65536000,24.324185170015685,0.12161148580230521,0.024324185170015684,0.00012161148580230521,1000.0,0.09469258693475091,0.024440868373765884,0.44480694786853725,0.09700042905853697,0.04981257135537366,0.10301630249888855,0.006004762851805267,1.111058854631192e-05
78643200,24.34042003212911,0.17346099741410437,0.02434042003212911,0.00017346099741410436,1000.0,0.08441114561288265,0.021664958228581332,0.3364681131119944,0.10575187089071142,0.048986805804954285,0.11131741343096552,0.005558540428955272,7.002111298830123e-06
91750400,24.24543929181256,0.21296690938522653,0.02424543929181256,0.00021296690938522653,1000.0,0.10173436093170383,0.02184125002968996,0.7560570691892652,0.09111784201337914,0.029129389661786343,0.09074781734842807,-0.0009285293486116952,0.0005585046836606294
104857600,24.348088115193768,0.15450747441982352,0.024348088115193768,0.0001545074744198235,1000.0,0.09195117820387858,0.02221776464789958,0.5302217949032579,0.09889687303851179,0.03813291351872601,0.10130224352464089,0.002389241122611533,1.6129363517563603e-05
117964800,24.443952857221042,0.10509922086919855,0.024443952857221042,0.00010509922086919856,1000.0,0.08689497723302683,0.021211197769247868,0.42269787786591706,0.10360808783026967,0.04783446956964811,0.10838558849893251,0.004768027794167042,9.472874495806217e-06
