num_steps,episode_reward,episode_reward_std,mean_reward_per_step,std_reward_per_step,avg_episode_length,policy_std_mean,policy_std_min,policy_std_max,entropy_loss,kl_mean,total_loss,policy_loss,v_loss
0,-4.401551722340216,1.2442607276702373,-0.13322265794739835,0.03766029159181612,33.0390625,,,,,,,,
6553600,-0.3435340449610524,0.36565475512731227,-0.004255526735218688,0.0045295469521238725,80.7265625,0.43466649116917255,0.14344203277612744,1.5412033952248647,-0.012015286799726823,0.02883953878504806,-0.02315582731228419,-0.012912501183431551,0.0017719606708741869
13107200,19.99870743370655,0.9791097866400388,0.01999870743370655,0.0009791097866400388,1000.0,0.26476606079724846,0.07601343236075511,0.703099222314679,0.01832812707792769,0.03751815779798932,0.013887951636619357,-0.00482285173623973,0.0003826762949313955
19660800,21.962221910570925,0.6822823490395816,0.021962221910570925,0.0006822823490395816,1000.0,0.20574680025363712,0.05257585376481963,0.7223129558373619,0.03848244155024446,0.03903579590545702,0.038676702016594,-9.816431554913858e-05,0.00029242478189866984
26214400,22.49143629632381,0.5879316473883253,0.02249143629632381,0.0005879316473883252,1000.0,0.18661975195347547,0.04367012796638764,0.6434606614908429,0.04743374661721006,0.05165009455382957,0.04990388410865399,0.0022617272417301145,0.00020841024971381076
32768000,22.669288259410774,0.5209730192423427,0.022669288259410773,0.0005209730192423427,1000.0,0.18363896142448932,0.04390523464295965,0.6691850810548443,0.048554649805201605,0.046990331009338096,0.049798113016855064,0.0010251512206072813,0.0002183119910461785
39321600,22.62437882269701,0.6102397300781011,0.022624378822697012,0.0006102397300781011,1000.0,0.18351600043923794,0.04381414738168233,4.375919563863417,0.05075799060407668,0.03558881455649407,0.05245054717885066,0.0012290989427936306,0.00046345763198033776
45875200,22.726053071632634,0.5925642857615747,0.022726053071632633,0.0005925642857615747,1000.0,0.17801880440213105,0.04227513892083223,0.6476557126569047,0.052110581530919055,0.04146788688284789,0.05347298331026394,0.0011417826433801333,0.00022061913596475293
52428800,22.562486312127536,2.004322736853143,0.022650256054338097,0.00201211970069333,996.125,0.18341644918646188,0.041869918722731325,0.6362978618726297,0.05044569055876938,0.03964230675922553,0.0495998807189381,-0.0010410914380546052,0.00019528159822332605
58982400,22.461170534119102,3.173701321047096,0.02265747632509197,0.0032014387867857316,991.3359375,0.18403883082373754,0.03888742383437139,3.5388738609961363,0.052479005389225744,0.040307090123723834,0.06365093846372946,0.004516408075537052,0.006655524998966667
